"행정구역","2020년06월_계_총인구수","2020년06월_계_연령구간인구수","2020년06월_계_0~9세","2020년06월_계_10~19세","2020년06월_계_20~29세","2020년06월_계_30~39세","2020년06월_계_40~49세","2020년06월_계_50~59세","2020년06월_계_60~69세","2020년06월_계_70~79세","2020년06월_계_80~89세","2020년06월_계_90~99세","2020년06월_계_100세 이상"
"서울특별시 은평구 응암제1동(1138058000)","28,210","28,210","2,037","2,548","3,711","4,500","4,864","4,220","3,295","2,083","820","122","10"
"서울특별시 은평구 응암제2동(1138059000)","27,398","27,398","3,245","2,296","2,767","5,134","5,134","3,560","2,809","1,685","656","92","20"
"서울특별시 은평구 응암제3동(1138060000)","25,435","25,435","1,047","1,698","3,631","3,438","3,701","4,313","3,727","2,630","1,100","131","19"
"서울특별시 은평구 역촌동(1138062500)","47,308","47,308","2,962","3,671","6,604","6,989","7,742","7,691","6,179","3,828","1,442","175","25"
"서울특별시 은평구 신사제1동(1138063100)","27,907","27,907","1,704","2,177","3,996","4,195","4,292","4,555","3,783","2,254","840","101","10"
"서울특별시 은평구 신사제2동(1138063200)","21,250","21,250","1,184","1,762","3,007","2,889","3,292","3,570","3,094","1,674","675","91","12"
"서울특별시 은평구 증산동(1138064000)","15,678","15,678","785","1,279","2,107","2,084","2,316","2,665","2,394","1,442","525","72","9"
"서울특별시 은평구 수색동(1138065000)","8,657","8,657","454","556","1,179","1,173","1,132","1,593","1,408","779","335","43","5"
"서울특별시 은평구 진관동(1138069000)","57,510","57,510","5,026","7,458","7,169","7,170","10,937","8,354","6,124","3,417","1,442","252","161"
"서울특별시 서대문구 (1141000000)","312,720","312,720","20,526","24,301","50,162","45,224","47,981","49,544","37,735","24,418","10,949","1,596","284"
"서울특별시 서대문구 천연동(1141052000)","18,192","18,192","1,340","1,549","2,291","2,491","2,927","3,039","2,163","1,480","772","110","30"
"서울특별시 서대문구 북아현동(1141055500)","17,019","17,019","1,483","1,136","2,456","2,993","2,765","2,818","1,782","1,042","444","72","28"
"서울특별시 서대문구 충현동(1141056500)","17,859","17,859","764","1,199","3,119","2,562","2,560","3,013","2,404","1,398","676","126","38"
"서울특별시 서대문구 신촌동(1141058500)","19,016","19,016","814","963","7,061","3,194","2,004","2,000","1,382","1,013","476","85","24"
"서울특별시 서대문구 연희동(1141061500)","37,764","37,764","1,776","2,653","7,817","5,825","5,435","5,486","4,220","2,960","1,363","199","30"
"서울특별시 서대문구 홍제제1동(1141062000)","24,525","24,525","1,633","1,981","3,155","3,523","3,858","4,102","3,220","2,018","896","127","12"
"서울특별시 서대문구 홍제제3동(1141064000)","15,973","15,973","798","1,174","2,173","2,007","2,258","2,740","2,304","1,610","799","90","20"
"서울특별시 서대문구 홍제제2동(1141065500)","14,403","14,403","866","1,140","1,889","1,944","2,136","2,608","1,928","1,262","543","83","4"
"서울특별시 서대문구 홍은제1동(1141066000)","23,002","23,002","1,482","1,847","2,962","2,930","3,445","4,053","3,203","1,990","929","142","19"
"서울특별시 서대문구 홍은제2동(1141068500)","27,252","27,252","1,394","2,251","4,228","3,574","4,125","4,592","3,660","2,222","1,039","146","21"
"서울특별시 서대문구 남가좌제1동(1141069000)","16,091","16,091","2,191","1,451","1,624","2,579","3,066","2,174","1,549","967","424","51","15"
"서울특별시 서대문구 남가좌제2동(1141070000)","29,895","29,895","2,720","2,442","4,279","4,620","4,929","4,393","3,245","2,163","932","149","23"
"서울특별시 서대문구 북가좌제1동(1141071000)","18,668","18,668","1,489","1,974","2,195","2,526","3,331","2,996","2,159","1,360","549","79","10"
"서울특별시 서대문구 북가좌제2동(1141072000)","33,061","33,061","1,776","2,541","4,913","4,456","5,142","5,530","4,516","2,933","1,107","137","10"
"서울특별시 마포구 (1144000000)","374,390","374,390","25,880","29,114","61,673","65,359","61,932","54,313","38,860","24,522","10,797","1,614","326"
"서울특별시 마포구 아현동(1144055500)","24,890","24,890","2,681","1,606","3,065","5,177","4,002","3,752","2,586","1,236","635","99","51"
"서울특별시 마포구 공덕동(1144056500)","39,362","39,362","2,367","2,505","6,685","6,642","5,842","6,682","4,462","2,723","1,245","169","40"
"서울특별시 마포구 도화동(1144058500)","22,069","22,069","1,551","1,674","3,066","3,700","3,308","3,542","2,650","1,571","833","147","27"
"서울특별시 마포구 용강동(1144059000)","21,817","21,817","2,328","1,984","2,297","3,782","4,389","2,929","2,109","1,283","625","81","10"
"서울특별시 마포구 대흥동(1144060000)","14,109","14,109","663","929","3,249","2,292","2,087","2,011","1,425","918","429","83","23"
"서울특별시 마포구 염리동(1144061000)","12,233","12,233","944","1,138","1,789","1,953","2,182","1,783","1,170","842","375","45","12"
"서울특별시 마포구 신수동(1144063000)","23,332","23,332","1,725","1,961","3,552","3,834","3,968","3,547","2,413","1,548","659","108","17"
"서울특별시 마포구 서강동(1144065500)","25,070","25,070","1,957","1,785","4,693","4,269","4,125","3,682","2,366","1,422","660","96","15"
"서울특별시 마포구 서교동(1144066000)","24,647","24,647","875","1,293","5,801","5,184","3,734","3,082","2,235","1,559","731","126","27"
"서울특별시 마포구 합정동(1144068000)","18,474","18,474","1,224","1,009","3,586","3,805","2,691","2,385","1,924","1,229","523","80","18"
"서울특별시 마포구 망원제1동(1144069000)","21,094","21,094","1,146","1,360","3,526","4,006","3,310","3,014","2,404","1,615","621","86","6"
"서울특별시 마포구 망원제2동(1144070000)","19,113","19,113","1,257","1,657","2,841","3,017","3,335","2,790","2,154","1,452","523","71","16"
"서울특별시 마포구 연남동(1144071000)","15,769","15,769","674","836","3,192","3,193","2,390","2,053","1,701","1,119","511","82","18"
"서울특별시 마포구 성산제1동(1144072000)","19,618","19,618","1,045","1,509","3,186","3,491","3,452","2,832","2,156","1,350","522","60","15"
"서울특별시 마포구 성산제2동(1144073000)","40,967","40,967","2,710","3,592","6,822","6,909","6,785","5,768","4,168","2,901","1,119","179","14"
"서울특별시 마포구 상암동(1144074000)","31,826","31,826","2,733","4,276","4,323","4,105","6,332","4,461","2,937","1,754","786","102","17"
"서울특별시 양천구 (1147000000)","457,953","457,953","32,920","51,445","60,646","59,494","80,086","76,969","56,132","27,938","10,483","1,667","173"
"서울특별시 양천구 목1동(1147051000)","31,871","31,871","3,073","5,151","3,472","3,506","7,038","4,968","2,796","1,305","467","89","6"
"서울특별시 양천구 목2동(1147052000)","30,911","30,911","1,815","2,645","5,105","5,431","4,692","5,023","3,756","1,660","664","108","12"
"서울특별시 양천구 목3동(1147053000)","22,718","22,718","1,445","1,558","3,640","4,091","3,294","3,744","2,948","1,333","574","75","16"
"서울특별시 양천구 목4동(1147054000)","26,279","26,279","1,491","3,477","4,200","2,933","4,699","4,851","2,595","1,433","524","69","7"
"서울특별시 양천구 목5동(1147055000)","42,580","42,580","3,528","7,642","4,665","4,143","9,378","6,728","3,937","1,672","713","169","5"
"서울특별시 양천구 신월1동(1147056000)","21,112","21,112","1,082","1,378","2,705","2,784","3,208","3,995","3,492","1,819","548","89","12"
"서울특별시 양천구 신월2동(1147057000)","21,489","21,489","1,546","1,813","2,682","3,092","3,379","3,396","3,279","1,674","545","75","8"
"서울특별시 양천구 신월3동(1147058000)","16,115","16,115","959","1,182","2,116","2,109","2,325","3,056","2,516","1,329","458","53","12"
"서울특별시 양천구 신월4동(1147059000)","18,563","18,563","1,575","1,677","2,173","2,601","3,056","2,884","2,690","1,353","491","54","9"
"서울특별시 양천구 신월5동(1147060000)","15,233","15,233","1,041","1,349","2,149","2,201","2,358","2,600","2,065","1,057","362","44","7"
"서울특별시 양천구 신월6동(1147061000)","12,446","12,446","1,297","1,136","1,457","2,311","1,969","1,838","1,491","690","207","40","10"
"서울특별시 양천구 신월7동(1147061100)","20,890","20,890","1,154","1,455","2,723","2,731","3,038","3,687","3,419","1,824","761","96","2"
"서울특별시 양천구 신정1동(1147062000)","21,066","21,066","1,861","3,090","2,520","2,151","4,141","3,540","2,127","1,100","436","94","6"
"서울특별시 양천구 신정2동(1147063000)","20,225","20,225","1,360","2,975","2,657","1,875","3,886","3,654","2,183","1,083","466","71","15"
"서울특별시 양천구 신정3동(1147064000)","47,073","47,073","3,632","5,380","6,027","5,935","8,263","7,865","5,636","3,025","1,113","185","12"
"서울특별시 양천구 신정4동(1147065000)","34,029","34,029","1,858","2,350","5,345","5,357","5,328","5,469","4,740","2,634","822","111","15"
"서울특별시 양천구 신정6동(1147067000)","25,190","25,190","2,142","3,695","3,248","2,899","4,772","4,375","2,564","963","432","98","2"
"서울특별시 양천구 신정7동(1147068000)","30,163","30,163","2,061","3,492","3,762","3,344","5,262","5,296","3,898","1,984","900","147","17"
"서울특별시 강서구 (1150000000)","586,936","586,936","41,898","46,095","87,374","100,911","92,386","87,694","75,130","38,424","14,378","2,417","229"
"서울특별시 강서구 염창동(1150051000)","42,129","42,129","4,278","4,577","5,564","7,396","7,724","6,030","4,059","1,720","682","88","11"
"서울특별시 강서구 등촌제1동(1150052000)","23,562","23,562","1,368","1,423","4,621","5,707","3,316","3,041","2,195","1,114","639","133","5"
"서울특별시 강서구 등촌제2동(1150053000)","21,447","21,447","1,422","1,678","3,359","3,616","3,126","3,556","2,851","1,313","444","78","4"
"서울특별시 강서구 등촌제3동(1150053500)","32,005","32,005","1,799","2,226","4,307","4,708","4,090","5,568","5,061","2,523","1,415","296","12"
"서울특별시 강서구 화곡제1동(1150054000)","53,059","53,059","3,012","2,644","9,208","10,884","7,679","7,617","6,945","3,733","1,167","150","20"
"서울특별시 강서구 화곡제2동(1150055000)","18,806","18,806","1,339","1,529","2,596","3,050","3,217","2,880","2,426","1,332","372","59","6"
"서울특별시 강서구 화곡제3동(1150056000)","22,141","22,141","1,370","1,665","3,232","3,314","3,286","3,444","3,406","1,770","545","87","22"
"서울특별시 강서구 화곡제4동(1150057000)","21,409","21,409","1,245","1,436","2,995","3,521","3,284","3,494","3,124","1,648","571","84","7"
"서울특별시 강서구 화곡본동(1150059000)","35,116","35,116","2,460","2,562","5,809","6,576","5,719","4,965","4,138","2,098","654","126","9"
"서울특별시 강서구 화곡제6동(1150059100)","25,203","25,203","1,387","1,729","4,243","4,217","3,715","4,057","3,588","1,627","544","89","7"
"서울특별시 강서구 화곡제8동(1150059300)","25,653","25,653","1,476","1,696","3,885","4,457","4,075","3,872","3,512","2,026","578","70","6"
"서울특별시 강서구 가양제1동(1150060300)","33,839","33,839","1,837","1,989","8,300","8,083","4,582","4,234","3,077","1,172","478","82","5"
"서울특별시 강서구 가양제2동(1150060400)","14,870","14,870","553","485","1,808","2,549","1,486","2,369","3,200","1,530","756","130","4"
"서울특별시 강서구 가양제3동(1150060500)","15,864","15,864","781","650","1,914","3,210","1,991","2,373","2,649","1,544","630","120","2"
"서울특별시 강서구 발산제1동(1150061100)","38,137","38,137","3,662","5,117","4,740","4,596","7,452","5,717","3,849","2,102","754","138","10"
"서울특별시 강서구 우장산동(1150061500)","44,118","44,118","3,968","5,518","5,331","5,811","8,705","6,538","4,902","2,468","729","125","23"
"서울특별시 강서구 공항동(1150062000)","27,163","27,163","2,672","1,738","3,881","5,158","4,233","3,850","3,187","1,684","637","96","27"
"서울특별시 강서구 방화제1동(1150063000)","45,001","45,001","4,546","4,295","5,474","6,751","7,828","6,633","5,490","2,793","1,010","168","13"
"서울특별시 강서구 방화제2동(1150064000)","23,437","23,437","1,239","1,536","3,420","3,520","3,288","3,730","3,608","2,110","848","111","27"
"서울특별시 강서구 방화제3동(1150064100)","23,977","23,977","1,484","1,602","2,687","3,787","3,590","3,726","3,863","2,117","925","187","9"
"서울특별시 구로구 (1153000000)","405,075","405,075","29,305","30,719","55,607","63,726","63,841","63,382","54,624","31,264","10,991","1,448","168"
"서울특별시 구로구 신도림동(1153051000)","36,370","36,370","3,660","3,550","4,424","6,340","6,538","5,164","3,957","1,955","685","90","7"
"서울특별시 구로구 구로제1동(1153052000)","21,452","21,452","1,983","2,007","2,901","3,966","3,665","3,041","2,508","967","346","65","3"
"서울특별시 구로구 구로제2동(1153053000)","24,832","24,832","968","1,462","3,283","2,949","3,638","4,775","3,970","2,665","969","123","30"
"서울특별시 구로구 구로제3동(1153054000)","24,037","24,037","1,434","1,465","4,176","5,109","4,038","3,046","2,565","1,539","582","62","21"
"서울특별시 구로구 구로제4동(1153055000)","20,685","20,685","883","1,167","2,927","3,022","3,113","3,548","3,060","2,081","780","87","17"
"서울특별시 구로구 구로제5동(1153056000)","29,732","29,732","1,940","1,694","5,132","5,538","4,219","4,626","3,671","2,084","739","88","1"
"서울특별시 구로구 가리봉동(1153059500)","9,373","9,373","260","323","1,427","1,228","1,242","1,962","1,607","881","364","56","23"
"서울특별시 구로구 고척제1동(1153072000)","23,508","23,508","1,406","2,045","3,326","2,969","3,640","3,990","3,489","1,919","624","95","5"
"서울특별시 구로구 고척제2동(1153073000)","27,815","27,815","1,927","2,328","3,701","3,416","4,414","4,887","3,913","2,275","851","95","8"
"서울특별시 구로구 개봉제1동(1153074000)","31,996","31,996","2,049","2,403","4,207","4,411","4,769","5,499","4,815","2,774","934","127","8"
"서울특별시 구로구 개봉제2동(1153075000)","32,058","32,058","2,376","2,417","3,866","4,832","4,912","4,913","4,941","2,809","863","120","9"
"서울특별시 구로구 개봉제3동(1153076000)","21,413","21,413","1,342","1,537","2,690","3,054","3,312","3,552","3,406","1,781","651","77","11"
"서울특별시 구로구 오류제1동(1153077000)","22,698","22,698","1,287","1,274","3,991","4,390","3,209","3,074","2,919","1,802","658","88","6"
"서울특별시 구로구 오류제2동(1153078000)","39,483","39,483","3,633","3,906","4,699","5,340","6,841","5,670","4,918","3,193","1,127","148","8"
"서울특별시 구로구 수궁동(1153079000)","24,125","24,125","1,540","2,062","3,133","3,372","3,887","3,964","3,500","1,966","604","86","11"
"서울특별시 구로구 항동(1153080000)","15,498","15,498","2,617","1,079","1,724","3,790","2,404","1,671","1,385","573","214","41","0"
"서울특별시 금천구 (1154500000)","232,250","232,250","13,177","15,184","36,679","35,545","33,521","40,764","32,300","17,830","6,262","815","173"
"서울특별시 금천구 가산동(1154551000)","21,574","21,574","726","722","5,638","5,020","2,688","2,938","2,276","1,148","361","48","9"
"서울특별시 금천구 독산제1동(1154561000)","42,453","42,453","3,322","2,362","7,509","8,580","6,227","6,209","4,690","2,529","912","96","17"
"서울특별시 금천구 독산제2동(1154562000)","19,158","19,158","952","1,278","2,821","2,536","2,682","3,890","2,942","1,501","470","70","16"
"서울특별시 금천구 독산제3동(1154563000)","24,823","24,823","1,090","1,430","3,922","3,490","3,403","4,920","3,795","1,965","685","102","21"
